Entity,Code,Year,GDP.per.capita,Baseline Gini series (GCIP income and van Zanden et al. (2014)),Population,baseline_GCIP_income_vZ_source
Canada,CAN,2000,36943,0.33524537,30823000,GCIP (income) - original
Canada,CAN,2005,40485,0.33786233,32389000,GCIP (income) - original
Canada,CAN,2010,41209,0.3356659,34153000,GCIP (income) - original
Canada,CAN,2017,44592,0.3356659,36698000,GCIP (income) - original
Cape Verde,CPV,1820,621.154579974893,0.5190016,38475.9833956015,regional average
Cape Verde,CPV,1850,544.817400954409,0.46770565,49550.207415494,regional average
Cape Verde,CPV,1870,672.394604248916,0.513095516666667,58651.9751889188,regional average
Cape Verde,CPV,1890,672.394604248916,0.35073254,71351.345557788,regional average
Cape Verde,CPV,1910,672.394604248916,0.415156831818182,86800.3932776116,regional average
Cape Verde,CPV,1929,672.394604248916,0.4646650375,110511.733218449,regional average
Cape Verde,CPV,1950,1006,0.416007780769231,146000,regional average
Cape Verde,CPV,1960,1135,0.61771317,197000,GCIP (income) - original
Cape Verde,CPV,1970,1385,0.61771317,269000,GCIP (income) - original
Cape Verde,CPV,1980,1352,0.61771317,296000,GCIP (income) - original
Cape Verde,CPV,1990,1965,0.61771317,340000,GCIP (income) - original
Cape Verde,CPV,2000,3584,0.61771317,430000,GCIP (income) - original
Cape Verde,CPV,2005,4659,0.60815805,471000,GCIP (income) - original
Cape Verde,CPV,2010,6034,0.60186782,509000,GCIP (income) - original
Cape Verde,CPV,2017,6577,0.60186782,562000,GCIP (income) - original
Central African Republic,CAF,1820,960.532234403789,0.5190016,332053.007386698,regional average
Central African Republic,CAF,1850,842.48702714541,0.46770565,427625.077695359,regional average
Central African Republic,CAF,1870,1039.76805845393,0.513095516666667,506174.580397518,regional average
Central African Republic,CAF,1890,1019.07716768911,0.35073254,615771.886320636,regional average
Central African Republic,CAF,1910,1043.20812935963,0.415156831818182,749099.28445062,regional average
Central African Republic,CAF,1929,985.323794437201,0.4646650375,953731.39626881,regional average
Central African Republic,CAF,1950,1307,0.4524579,1260000,van Zanden et al. (2014) - original
Central African Republic,CAF,1960,1567,0.64999682,1467000,GCIP (income) - original
Central African Republic,CAF,1970,1508,0.64999682,1839000,GCIP (income) - original
Central African Republic,CAF,1980,1234,0.64999682,2349000,GCIP (income) - original
Central African Republic,CAF,1990,1023,0.64999682,3085000,GCIP (income) - original
Central African Republic,CAF,2000,964,0.61490523,3980000,GCIP (income) - original
Central African Republic,CAF,2005,859,0.59905056,4363000,GCIP (income) - original
Central African Republic,CAF,2010,910,0.60848494,4845000,GCIP (income) - original
Central African Republic,CAF,2017,607,0.60848494,5625000,GCIP (income) - original
Chad,TCD,1820,598.954683273977,0.5190016,687297.018463895,regional average
Chad,TCD,1850,525.345774386771,0.5061458,885116.033832934,van Zanden et al. (2014) - original
Chad,TCD,1870,648.363402937993,0.4814933,1047701.03625137,van Zanden et al. (2014) - original
Chad,TCD,1890,635.461279010426,0.35073254,1274550.06311446,regional average
Chad,TCD,1910,650.50851218676,0.415156831818182,1550516.61416446,regional average
Chad,TCD,1929,614.413842743932,0.4402266,1974072.60434052,van Zanden et al. (2014) - original
Chad,TCD,1950,815,0.4015956,2608000,van Zanden et al. (2014) - original
Chad,TCD,1960,974,0.5785584,3042000,GCIP (income) - original
Chad,TCD,1970,880,0.5785584,3727000,GCIP (income) - original
Chad,TCD,1980,583,0.5785584,4522000,GCIP (income) - original
Chad,TCD,1990,692,0.5785584,5841000,GCIP (income) - original
Chad,TCD,2000,716,0.5785584,7821000,GCIP (income) - original
Chad,TCD,2005,1266,0.58186453,9594000,GCIP (income) - original
Chad,TCD,2010,1720,0.55970564,11550000,GCIP (income) - original
Chad,TCD,2017,2066,0.5575459,14765000,GCIP (income) - original
Chile,CHL,1820,824,0.4710099,771000,van Zanden et al. (2014) - original
Chile,CHL,1850,1352,0.6361,1410000,van Zanden et al. (2014) - original
Chile,CHL,1870,1868,0.594,1945000,van Zanden et al. (2014) - original
Chile,CHL,1890,2907,0.5513148,2608000,van Zanden et al. (2014) - original
Chile,CHL,1910,4485,0.5523213,3317000,van Zanden et al. (2014) - original
Chile,CHL,1929,5679,0.641,4202000,van Zanden et al. (2014) - original
Chile,CHL,1950,5880,0.3579118,6091000,van Zanden et al. (2014) - original
Chile,CHL,1960,6781,0.37443577,7585000,GCIP (income) - original
Chile,CHL,1970,8195,0.43291271,9369000,GCIP (income) - original
Chile,CHL,1980,9024,0.52178059,11094000,GCIP (income) - original
Chile,CHL,1990,10203,0.55436741,13129000,GCIP (income) - original
Chile,CHL,2000,15212,0.53644056,15285000,GCIP (income) - original
Chile,CHL,2005,17137,0.51162128,16118000,GCIP (income) - original
Chile,CHL,2010,18910,0.49812545,16996000,GCIP (income) - original
Chile,CHL,2017,21650,0.4890655,18346000,GCIP (income) - original
China,CHN,1820,882,0.448543,381000000,van Zanden et al. (2014) - original
China,CHN,1850,858,0.3279879,412000000,van Zanden et al. (2014) - original
China,CHN,1870,945,0.4088247,358000000,van Zanden et al. (2014) - original
China,CHN,1890,964,0.3056169,380000000,van Zanden et al. (2014) - original
China,CHN,1910,910.89510617816,0.388579,423000000,van Zanden et al. (2014) - original
China,CHN,1929,1003,0.4400738,487273000,van Zanden et al. (2014) - original
China,CHN,1950,799,0.3224,546815000,van Zanden et al. (2014) - original
China,CHN,1960,1057,0.29441898,667070000,GCIP (income) - original
China,CHN,1970,1398,0.29441898,818315000,GCIP (income) - original
China,CHN,1980,1930,0.29441898,981235000,GCIP (income) - original
China,CHN,1990,2982,0.51119804,1135185000,GCIP (income) - original
China,CHN,2000,4730,0.53471394,1258401000,GCIP (income) - original
China,CHN,2005,6627,0.5348971,1298245000,GCIP (income) - original
China,CHN,2010,9658,0.53989254,1331357000,GCIP (income) - original
China,CHN,2017,12734,0.52941719,1380177000,GCIP (income) - original
Colombia,COL,1820,850,0.47762336,1206000,regional average
Colombia,COL,1850,784,0.42178576,2065000,regional average
Colombia,COL,1870,1078,0.5894312,2392000,van Zanden et al. (2014) - original
Colombia,COL,1890,1144,0.4243406,3369000,van Zanden et al. (2014) - original
Colombia,COL,1910,1242,0.5294209,4890000,van Zanden et al. (2014) - original
Colombia,COL,1929,2399,0.5407054,7821000,van Zanden et al. (2014) - original
Colombia,COL,1950,3432,0.4613254,11592000,van Zanden et al. (2014) - original
Colombia,COL,1960,3980,0.5814085,15953000,GCIP (income) - original
Colombia,COL,1970,4932,0.53174869,21430000,GCIP (income) - original
Colombia,COL,1980,6786,0.565727,26631000,GCIP (income) - original
Colombia,COL,1990,7693,0.50982426,32957000,GCIP (income) - original
Colombia,COL,2000,8497,0.56983952,38917000,GCIP (income) - original
Colombia,COL,2005,9525,0.53348853,41421000,GCIP (income) - original
Colombia,COL,2010,11192,0.53656108,43952000,GCIP (income) - original
Colombia,COL,2017,13358,0.51623919,47605000,GCIP (income) - original
Comoros,COM,1820,365.280112252393,0.5190016,39003.0516612946,regional average
Comoros,COM,1850,320.388785325752,0.46770565,50228.9773800898,regional average
Comoros,COM,1870,395.412646764796,0.513095516666667,59455.4269038355,regional average
Comoros,COM,1890,406.867142765191,0.35073254,72328.7612503604,regional average
Comoros,COM,1910,442.456653922851,0.415156831818182,87989.4397608665,regional average
Comoros,COM,1929,429.433233164725,0.4646650375,112025.592577606,regional average
Comoros,COM,1950,534,0.3630614,148000,van Zanden et al. (2014) - original
Comoros,COM,1960,679,0.6265013,183000,GCIP (income) - original
Comoros,COM,1970,961,0.6265013,237000,GCIP (income) - original
Comoros,COM,1980,1065,0.6265013,340000,GCIP (income) - original
Comoros,COM,1990,1092,0.6265013,430000,GCIP (income) - original
Comoros,COM,2000,1204,0.6265013,545000,GCIP (income) - original
Comoros,COM,2005,1266,0.6265013,623000,GCIP (income) - original
Comoros,COM,2010,1433,0.6265013,706000,GCIP (income) - original
Comoros,COM,2017,1713,0.6265013,808000,GCIP (income) - original
Congo,COG,1820,1152.37880043848,0.5106881,217679.19373128,van Zanden et al. (2014) - original
Congo,COG,1850,1010.75648994688,0.46770565,280331.995378069,regional average
Congo,COG,1870,1247.4403513164,0.513095516666667,331825.558260595,regional average
Congo,COG,1890,1210.29980236321,0.35073254,403672.681032417,regional average
Congo,COG,1910,1249.73061723663,0.3950844,491076.197584296,van Zanden et al. (2014) - original
Congo,COG,1929,1158.09407531137,0.3940231,625223.915331776,van Zanden et al. (2014) - original
Congo,COG,1950,1693,0.3747378,826000,van Zanden et al. (2014) - original
Congo,COG,1960,1999,0.60248454,1002000,GCIP (income) - original
Congo,COG,1970,2396,0.60248454,1272000,GCIP (income) - original
Congo,COG,1980,3075,0.60248454,1674000,GCIP (income) - original
Congo,COG,1990,3794,0.60248454,2266000,GCIP (income) - original
Congo,COG,2000,4159,0.60248454,2999000,GCIP (income) - original
Congo,COG,2005,4821,0.60248454,3543000,GCIP (income) - original
Congo,COG,2010,5738,0.60588303,4324000,GCIP (income) - original
Congo,COG,2017,5747,0.60645179,5055000,GCIP (income) - original
Costa Rica,CRI,1820,906.367893221476,0.47762336,63000,regional average
Costa Rica,CRI,1850,1064.9575531983,0.42178576,101000,regional average
Costa Rica,CRI,1870,1304.29577936943,0.5176308,137000,regional average
Costa Rica,CRI,1890,1511.97575971897,0.422064675,229479.813680101,regional average
Costa Rica,CRI,1910,1879.57382884509,0.4553967,363000,regional average
Costa Rica,CRI,1929,2522,0.50958666,490000,regional average
Costa Rica,CRI,1950,3129,0.427435761538462,867000,regional average
Costa Rica,CRI,1960,4328,0.47357947,1248000,GCIP (income) - original
Costa Rica,CRI,1970,5984,0.47357947,1736000,GCIP (income) - original
Costa Rica,CRI,1980,7828,0.47462327,2299000,GCIP (income) - original
Costa Rica,CRI,1990,7567,0.44068601,3027000,GCIP (income) - original
Costa Rica,CRI,2000,9320,0.46858212,3888000,GCIP (income) - original
Costa Rica,CRI,2005,10308,0.47686441,4214000,GCIP (income) - original
Costa Rica,CRI,2010,12032,0.48547952,4522000,GCIP (income) - original
Costa Rica,CRI,2017,14471,0.48680898,4937000,GCIP (income) - original
Cote d'Ivoire,CIV,1820,562.113454018526,0.5190016,753707.619941234,regional average
Cote d'Ivoire,CIV,1850,493.032170948908,0.46770565,970641.049372006,regional average
Cote d'Ivoire,CIV,1870,608.483082380324,0.513095516666667,1148935.95233087,regional average
Cote d'Ivoire,CIV,1890,584.453983769088,0.35073254,1397704.44037859,regional average
Cote d'Ivoire,CIV,1910,587.48957437558,0.415156831818182,1700336.47105458,regional average
Cote d'Ivoire,CIV,1929,590.387987936221,0.4646650375,2164818.88359428,regional average
Cote d'Ivoire,CIV,1950,1659,0.3809856,2860000,van Zanden et al. (2014) - original
Cote d'Ivoire,CIV,1960,2002,0.53206343,3576000,GCIP (income) - original
Cote d'Ivoire,CIV,1970,2882,0.53206343,5579000,GCIP (income) - original
Cote d'Ivoire,CIV,1980,3253,0.63488963,8593000,GCIP (income) - original
Cote d'Ivoire,CIV,1990,2083,0.57869435,12491000,GCIP (income) - original
Cote d'Ivoire,CIV,2000,2353,0.57818891,17552000,GCIP (income) - original
Cote d'Ivoire,CIV,2005,2313,0.5838397,19968000,GCIP (income) - original
Cote d'Ivoire,CIV,2010,2555,0.58657126,22846000,GCIP (income) - original
Cote d'Ivoire,CIV,2017,3559,0.58657126,26991000,GCIP (income) - original
Croatia,HRV,1820,801.930022906848,0.46301545,1227755.24604246,regional average
Croatia,HRV,1850,957.963927245864,0.2771461,1412565.95901338,regional average
Croatia,HRV,1870,1177.56114346215,0.4338078,1942749.04896306,regional average
Croatia,HRV,1890,1659.04685018529,0.344140369230769,2281294.0238066,regional average
Croatia,HRV,1910,2080.17919534145,0.3804116,3072801.81617376,regional average
Croatia,HRV,1929,2685.05399682372,0.4777561,3341660.20370598,van Zanden et al. (2014) - original
Croatia,HRV,1950,3052.53890947591,0.3636227,3837000,van Zanden et al. (2014) - original
Croatia,HRV,1960,5067,0.2443625,4036000,GCIP (income) - original
Croatia,HRV,1970,8751,0.25393896,4205000,GCIP (income) - original
Croatia,HRV,1980,14193,0.30184403,4383000,GCIP (income) - original
Croatia,HRV,1990,12948,0.27203994,4508000,GCIP (income) - original
Croatia,HRV,2000,13245,0.42983545,4149000,GCIP (income) - original
Croatia,HRV,2005,17581,0.30260052,4069000,GCIP (income) - original
Croatia,HRV,2010,19511,0.32292829,4054000,GCIP (income) - original
Croatia,HRV,2017,21232,0.31864294,3897000,GCIP (income) - original
Cuba,CUB,1820,755.762224291024,0.47762336,605000,regional average
Cuba,CUB,1850,888,0.42178576,1186000,regional average
Cuba,CUB,1870,1147.66626429195,0.5176308,1331000,regional average
Cuba,CUB,1890,1640.16110478624,0.422064675,1540928.08003657,regional average
Cuba,CUB,1910,2069,0.4553967,2219000,regional average
Cuba,CUB,1929,2507,0.50958666,3742000,regional average
Cuba,CUB,1950,2638,0.3645422,5785000,van Zanden et al. (2014) - original
Cuba,CUB,1960,2994,0.503935961304348,7027000,regional average
Cuba,CUB,1970,2976,0.500565409565217,8543000,regional average
Cuba,CUB,1980,4106,0.502476027391304,9648000,regional average
Cuba,CUB,1990,4713,0.48840767,10597000,regional average
Cuba,CUB,2000,4009,0.508434813043478,11147000,regional average
Cuba,CUB,2005,4714,0.499905704782609,11268000,regional average
Cuba,CUB,2010,6578,0.471463576521739,11262000,regional average
Cuba,CUB,2017,8142,0.465231249130435,11147000,regional average
Cyprus,CYP,1820,867.292882091845,0.465460366666667,207324.566839855,regional average
Cyprus,CYP,1850,1036.04463191123,0.36557975,246683.304722185,regional average
Cyprus,CYP,1870,1273.54054441143,0.45671432,281044.195902654,regional average
Cyprus,CYP,1890,1698.05968645277,0.310311,334882.023649663,regional average
Cyprus,CYP,1910,2110.00968219935,0.329893933333333,394333.454222594,regional average
Cyprus,CYP,1929,2449.56218761322,0.393708625,440425.033614239,regional average
Cyprus,CYP,1950,2885,0.362617966666667,494000,regional average
Cyprus,CYP,1960,3496,0.31126234,573000,GCIP (income) - original
Cyprus,CYP,1970,6590,0.31126234,615000,GCIP (income) - original
Cyprus,CYP,1980,9451,0.31126234,611000,GCIP (income) - original
Cyprus,CYP,1990,15560,0.31126234,681000,GCIP (income) - original
Cyprus,CYP,2000,22327,0.30064474,815000,GCIP (income) - original
Cyprus,CYP,2005,26164,0.30094116,868000,GCIP (income) - original
Cyprus,CYP,2010,27630,0.31476341,975000,GCIP (income) - original
Cyprus,CYP,2017,26445,0.35793323,1010000,GCIP (income) - original
Czechoslovakia,OWID_CZS,1820,1353,0.465460366666667,7657000,regional average
Czechoslovakia,OWID_CZS,1850,1720,0.36557975,9250000,regional average
Czechoslovakia,OWID_CZS,1870,1855,0.45671432,10155000,regional average
Czechoslovakia,OWID_CZS,1890,2399,0.310311,11253000,regional average
Czechoslovakia,OWID_CZS,1910,3174,0.4324409,12984000,van Zanden et al. (2014) - original
Czechoslovakia,OWID_CZS,1929,4849,0.4762007,13884000,van Zanden et al. (2014) - original
Czechoslovakia,OWID_CZS,1950,5581,0.3661975,12389000,van Zanden et al. (2014) - original
Czechoslovakia,OWID_CZS,1960,8142,0.19288891,13654000,GCIP (income) - original
Czechoslovakia,OWID_CZS,1970,10307,0.22400341,14319000,GCIP (income) - original
Czechoslovakia,OWID_CZS,1980,12723,0.20619583,15255000,GCIP (income) - original
Czechoslovakia,OWID_CZS,1990,13570,0.20010709,15572000,GCIP (income) - original
Czechoslovakia,OWID_CZS,2000,15378,0.26437438,15670000,GCIP (income) - original
Czechoslovakia,OWID_CZS,2005,19774,0.26476674,15673000,GCIP (income) - original
Czechoslovakia,OWID_CZS,2010,24573,0.26752922,15804000,GCIP (income) - original
Czechoslovakia,OWID_CZS,2017,28773,0.26065963,15972000,GCIP (income) - original
Democratic Republic of Congo,COD,1820,439.290147323881,0.5190016,3575894.64859532,regional average
Democratic Republic of Congo,COD,1850,385.303311036602,0.46770565,4605114.82480026,regional average
Democratic Republic of Congo,COD,1870,475.527886749589,0.513095516666667,5451018.15985232,regional average
Democratic Republic of Congo,COD,1890,632.892192730604,0.35073254,6631276.7662577,regional average
Democratic Republic of Congo,COD,1910,620.819222331898,0.415156831818182,8067085.86564323,regional average
Democratic Republic of Congo,COD,1929,657.177797957755,0.4646650375,10270778.8221996,regional average
Democratic Republic of Congo,COD,1950,909,0.416007780769231,13569000,regional average
Democratic Republic of Congo,COD,1960,1192,0.58632106,16610000,GCIP (income) - original
Democratic Republic of Congo,COD,1970,1224,0.58632106,21781000,GCIP (income) - original
Democratic Republic of Congo,COD,1980,953,0.58632106,29013000,GCIP (income) - original
Democratic Republic of Congo,COD,1990,813,0.58632106,39047000,GCIP (income) - original
Democratic Republic of Congo,COD,2000,414,0.58632106,52782000,GCIP (income) - original
Democratic Republic of Congo,COD,2005,491,0.58585002,61474000,GCIP (income) - original
Democratic Republic of Congo,COD,2010,637,0.58446924,72550000,GCIP (income) - original
Democratic Republic of Congo,COD,2017,839,0.5841512,92215000,GCIP (income) - original
Denmark,DNK,1820,2031,0.5414205,1155000,van Zanden et al. (2014) - original
Denmark,DNK,1850,2817,0.5147933,1499000,van Zanden et al. (2014) - original
Denmark,DNK,1870,3193,0.488166,1888000,van Zanden et al. (2014) - original
Denmark,DNK,1890,4022,0.39859,2294000,van Zanden et al. (2014) - original
Denmark,DNK,1910,5906,0.4110374,2882000,van Zanden et al. (2014) - original
Denmark,DNK,1929,8089,0.4328838,3518000,van Zanden et al. (2014) - original
